title,link,abstract,authors,created
Predictive information and explorative behavior of autonomous robots,/article/10.1140/epjb/e2008-00175-0,"Measures of complexity are of immediate interest for the field of autonomous
robots both as a means to classify the behavior and as an objective function
for the autonomous development of robot behavior. In the present paper we
consider predictive information in sensor space as a measure for the
behavioral complexity of a two-wheel embodied robot moving in a rectangular
arena with several obstacles. The mutual information (MI) between past and
future sensor values is found empirically to have a maximum for a behavior
which is both explorative and sensitive to the environment. This makes
predictive information a prospective candidate as an objective function for
the autonomous development of such behaviors. We derive theoretical
expressions for the MI in order to obtain an explicit update rule for the
gradient ascent dynamics. Interestingly, in the case of a linear or
linearized model of the sensorimotor dynamics the structure of the learning
rule derived depends only on the dynamical properties while the value of the
MI influences only the learning rate. In this way the problem of the
prohibitively large sampling times for information theoretic measures can be
circumvented. This result can be generalized and may help to derive explicit
learning rules from complexity theoretic measures.","N. Ay, N. Bertschinger, ... E. Olbrich",2008-04-24
Sound pressure minimization by adjusting the active source parameters with the use of a hybrid genetic algorithm,/article/10.1134/S1063771007060139,Results of computer experiments on the propagation and interaction of sound waves with the aim to minimize the sound pressure in a given zone of a rectangular region are presented. The sound pressure is minimized by the active action of additional sound sources positioned within the region of computation. The optimum parameters of active sources and their positions are determined by solving the minimization problem for the integral functional that expresses the average sound pressure in the given zone of the rectangular region. The problem is solved using a hybrid genetic algorithm.,"V. D. Koshur, M. S. Fadeeva",2007-11-01
Abstracts The Israel Society for Neuroscience 18th Annual Meeting,/article/10.1007/s12031-009-9309-1,Reprints and permissions,,2009-11-06
Integrated parallel performance views,/article/10.1007/s10586-007-0051-6,"The influences of the operating system and system-specific effects on application performance are increasingly important considerations in high performance computing. OS kernel measurement is key to understanding the performance influences and the interrelationship of system and user-level performance factors. The KTAU (Kernel TAU) methodology and Linux-based framework provides parallel kernel performance measurement from both a kernel-wide and process-centric perspective. The first characterizes overall aggregate kernel performance for the entire system. The second characterizes kernel performance when it runs in the context of a particular process. KTAU extends the TAU performance system with kernel-level monitoring, while leveraging TAU’s measurement and analysis capabilities. We explain the rational and motivations behind our approach, describe the KTAU design and implementation, and show working examples on multiple platforms demonstrating the versatility of KTAU in integrated system/application monitoring.","Aroon Nataraj, Allen D. Malony, ... Alan Morris",2007-11-27
MUSIC - Multisimulation Coordinator: Request For Comments,https://www.nature.com/articles/npre.2008.1830.1,"MUSIC is an API allowing large scale neuron simulators using MPI internally to exchange data during runtime. MUSIC provides mechanisms to transfer massive amounts of event information and continuous values from one parallel application to another. Special care has been taken to ensure that existing simulators can be adapted to MUSIC. In particular, MUSIC handles data transfer between applications that use different time steps and different data allocation strategies. This RFC - Request For Comments - document invites comments on the proposed design and prototype specifications.","Örjan Ekeberg, Mikael Djurfeldt",2008-04-24
Prologue,/article/10.1007/s00429-007-0149-x,"Center for Molecular and Behavioral Neuroscience Rutgers University, 197 University Ave, Newark, NJ, 07102, USA","Laszlo Zaborszky, Karl Zilles",2007-06-21
Got data?,/article/10.1038/nn0807-931,"Data sharing is not only good citizenship for researchers, but is also required by funding agencies and many journals. The scientific community needs to develop better incentives to encourage compliance and reward those who share.",,2007-08-01
Novel application of principal component analysis to understanding visual cortical development,/article/10.1186/1471-2202-8-S2-P188,"Visual experience has a profound effect on cortical development and function. Monocular deprivation early in life leads to anatomical and physiological changes in visual cortex that result in poor visual acuity in the deprived eye. Multiple mechanisms mediate this synaptic plasticity in developing visual cortex, including excitatory (NMDA, AMPA) and inhibitory (GABAA) receptors and their subunit composition. However, as the number of mechanisms under consideration increases beyond 2 or 3, it becomes difficult to understand the multidimensional nature of the data and to identify the significant combinations and interactions. We overcame this complexity by applying Principal Components Analysis.","David G Jones, Brett R Beston, Kathryn M Murphy",2007-07-06
A new module for on-line manipulation and display of molecular information in the brain architecture management system,/article/10.1385/NI:4:4:275,"A new “Molecules” module of the Brain Architecture Management System (BAMS; http://brancusi.usc.edu/bkms) is described. With this module, BAMS becomes the first online know ledge management system to handle central nervous system (CNS) region and celltype chemoarchitectonic data in the context of axonal connections between regions and cell types, in multiple species. The “Molecules” module implements a general knowledge representation schema for data and metadata collated from published and unpublished material, and allows insertion of complex reports about the presence of molecules collated from the literature. For different CNS neural regions and cell types the module's database structure includes representation of molecule expression revealed by various techniques including in situ hybridization and immunohistochemistry, molecule coexpression and time-dependent level changes, and physiological state of subjects. The metadata representation allows online comparison and evaluation of inserted experiments, and “Molecules” structure allows rapid development of data transfer protocols enabling neuroinformatics visualization tools to display gene expression patterns residing in BAMS, in terms of levels of expressed molecules and in situ hybridization data. The module's web interface allows users to construct lists of CNS regions containing a molecule (depending on physiological state), retrieve further details about inserted records, compare time-dependent data within and across experiments, reconstruct gene expression patterns and construct complex reports from individual experiments.","Mihail Bota, Larry W. Swanson",2006-12-01
Temporal precision in the neural code and the timescales of natural vision,/article/10.1038/nature06105,"The timing of action potentials relative to sensory stimuli can be precise down to milliseconds in the visual system1,2,3,4,5,6,7, even though the relevant timescales of natural vision are much slower. The existence of such precision contributes to a fundamental debate over the basis of the neural code and, specifically, what timescales are important for neural computation8,9,10. Using recordings in the lateral geniculate nucleus, here we demonstrate that the relevant timescale of neuronal spike trains depends on the frequency content of the visual stimulus, and that ‘relative’, not absolute, precision is maintained both during spatially uniform white-noise visual stimuli and naturalistic movies. Using information-theoretic techniques, we demonstrate a clear role of relative precision, and show that the experimentally observed temporal structure in the neuronal response is necessary to represent accurately the more slowly changing visual world. By establishing a functional role of precision, we link visual neuron function on slow timescales to temporal structure in the response at faster timescales, and uncover a straightforward purpose of fine-timescale features of neuronal spike trains.","Daniel A. Butts, Chong Weng, ... Garrett B. Stanley",2007-09-06
Workshop report: 1st INCF Workshop on Large-scale Modeling of the Nervous System,https://www.nature.com/articles/npre.2007.262.1,"The goal of this workshop was to survey current demands, ongoing activities, and plans relating to development of tools for scalable neural network simulation. Areas covered included software components for preprocessing/model setup, as well as for storage, analysis, and visualization of results. Participants discussed the need for coordinated action in the field with regard to model, method and tool development. The reports a description of the state-of-art in the field as well as recommendations for actions to facilitate infrastructure developments.","Mikael Djurfeldt, Anders Lansner",2007-06-27
"Times of Change, Times of Growth",/article/10.1007/s12021-007-0005-4,"Krasnow Institute for Advanced Study, Psychology Department, and Neuroscience Program, George Mason University, Fairfax, VA, 22030, USA",Giorgio A. Ascoli,2007-04-01
"The Influence of Cognitive Tasks on Different Frequencies 
Steady-state Visual Evoked Potentials",/article/10.1007/s10548-007-0035-0,"Previous studies suggested that there exists different neural networks for different frequency bands of steady-state visual evoked potential (SSVEP). What is the effect of the same cognitive task on different frequency SSVEPs? In this work, when a subject was conducting a graded memory task, a 8.3 or 20 Hz flicker was used as a background stimulation. The recorded EEGs were analyzed by the method of steady-state probe topography (SSPT), the results showed that SSVEPs under these two flicker conditions were similar to each other in the various stages of memory process, and were similar to the result of a high alpha band SSVEP as reported before. However, the SSVEP amplitude and latency in the lower frequency band is more clear and stable than that in the higher frequency band. These results suggest that the same cognitive task affects the different frequency SSVEP in a similar way, and the low frequency flicker is a better choice than the high frequency one in such as working memory study.","Zhenghua Wu, Dezhong Yao",2007-10-12
The Open-Source Neuroimaging Research Enterprise,/article/10.1007/s10278-007-9066-z,"While brain imaging in the clinical setting is largely a practice of looking at images, research neuroimaging is a quantitative and integrative enterprise. Images are run through complex batteries of processing and analysis routines to generate numeric measures of brain characteristics. Other measures potentially related to brain function – demographics, genetics, behavioral tests, neuropsychological tests – are key components of most research studies. The canonical scanner – PACS – viewing station axis used in clinical practice is therefore inadequate for supporting neuroimaging research. Here, we model the neuroimaging research enterprise as a workflow. The principal components of the workflow include data acquisition, data archiving, data processing and analysis, and data utilization. We also describe a set of open-source applications to support each step of the workflow and the transitions between these steps. These applications include DIGITAL IMAGING AND COMMUNICATIONS IN MEDICINE viewing and storage tools, the EXTENSIBLE NEUROIMAGING ARCHIVE TOOLKIT data archiving and exploration platform, and an engine for running processing/analysis pipelines. The overall picture presented is aimed to motivate open-source developers to identify key integration and communication points for interoperating with complimentary applications.","Daniel S. Marcus, Kevin A. Archie, ... Mohana Ramaratnam",2007-08-21
A second look back,/article/10.1385/NI:5:1:1,"Baxter, S. M., Day, S. W., Fetrow, J. S., and Reisinger, S. J. (2006) Scientific software development is not an oxymoron. PLoS Comput. Biol. 2, e87.",Erik De Schutter,2007-03-01
Successes and Rewards in Sharing Digital Reconstructions of Neuronal Morphology,/article/10.1007/s12021-007-0010-7,"The computer-assisted three-dimensional reconstruction of neuronal morphology is becoming an increasingly popular technique to quantify the arborization patterns of dendrites and axons. The resulting digital files are suitable for comprehensive morphometric analyses as well as for building anatomically realistic compartmental models of membrane biophysics and neuronal electrophysiology. The digital tracings acquired in a lab for a specific purpose can be often re-used by a different research group to address a completely unrelated scientific question, if the original investigators are willing to share the data. Since reconstructing neuronal morphology is a labor-intensive process, data sharing and re-analysis is particularly advantageous for the neuroscience and biomedical communities. Here we present numerous cases of “success stories” in which digital reconstructions of neuronal morphology were shared and re-used, leading to additional, independent discoveries and publications, and thus amplifying the impact of the “source” study for which the data set was first collected. In particular, we overview four main applications of this kind of data: comparative morphometric analyses, statistical estimation of potential synaptic connectivity, morphologically accurate electrophysiological simulations, and computational models of neuronal shape and development.",Giorgio A. Ascoli,2007-08-09
Toward a workbench for rodent brain image data systems architecture and design,/article/10.1385/NI:5:1:35,"We present a novel system for storing and manipulating microscopic images from sections through the brain and higher-level data extracted from such images. The system is designed and built on a three-tier paradigm and provides the research community with a web-based interface for facile use in neuroscience research. The Oracle relational database management system provides the ability to store a variety of objects relevant to the images and provides the framework for complex querying of data stored in the system. Further, the suite of applications intimately tied into the infrastructure in the application layer provide the user the ability not only to query and visualize the data, but also to perform analysis operations based on the tools embedded into the system. The presentation layer uses extant protocols of the modern web browser and this provides ease of use of the system. The present release, named Functional Anatomy of the Cerebro-Cerebellar System (FACCS), available through The Rodent Brain Workbench (http://rbwb.org/), is targeted at the functional anatomy of the cerebro-cerebellar system in rats, and holds axonal tracing data from these projections. The system is extensible to other circuits and projections and to other categories of image data and provides a unique environment for analysis of rodent brain maps in the context of anatomical data. The FACCS application assumes standard animal brain atlas models and can be extended to future models. The system is available both for interactive use from a remote web-browser client as well as for download to a local server machine.","Ivar A. Moene, Shankar Subramaniam, ... Jan G. Bjaalie",2007-03-01
Mapping the Human Brain: New Insights from fMRI Data Sharing,/article/10.1007/s12021-007-0011-6,"The sharing of primary data in the field of neuroscience has received considerable scrutiny from scientific societies and from science journals. Many see this as value added for science publishing that can enhance and inform secondary examination of data and results. Still others worry that data sharing is an undue burden for researchers with little long term value to science. But examples of how data sharing can be done successfully do exist. The fMRI Data Center, established at Dartmouth College in 2000 and now based at the University of California Santa Barbara, has worked to facilitate the open sharing of neuroimaging data from peer-reviewed papers to foster progress in cognitive science. The fMRI study on the representation of objects in the human occipital and temporal cortex, published in 2000 in the Journal of Cognitive Neuroscience (JOCN), marked the first deposition in the new database. Despite initial concerns about fMRI data sharing, this data set was frequently downloaded. We describe the original results of distributed brain activation patterns elicited by faces and objects in the human visual system, and overview several secondary analyses by independent investigators. A philosopher tested Husserl’s temporal components of consciousness, whereas other brain imagers deployed new analytic tools, from Dynamic Causal Modeling, which estimates the neural interactions between cortical regions, to a novel method for constructing reproducibility maps. These re-analyses revealed new findings not reported in the original study, provided new perspectives on visual perception, generated new predictions, and resulted in new collaborations and publications in high profile journals.","John Darrell Van Horn, Alumit Ishai",2007-08-18
The extensible neuroimaging archive toolkit,/article/10.1385/NI:5:1:11,"The Extensible Neuroimaging Archive Toolkit (XNAT) is a software platform designed to facilitate common management and productivity tasks for neuroimaging and associated data. In particular, XNAT enables qualitycontrol procedures and provides secure access to and storage of data. XNAT follows a threetiered architecture that includes a data archive, user interface, and middleware engine. Data can be entered into the archive as XML or through data entry forms. Newly added data are stored in a virtual quarantine until an authorized user has validated it. XNAT subsequently maintains a history profile to track all changes made to the managed data. User access to the archive is provided by a secure web application. The web application provides a number of quality control and productivity features, including data entry forms, data-type-specific searches, searches that combine across data types, detailed reports, and listings of experimental data, upload/download tools, access to standard laboratory workflows, and administration and security tools. XNAT also includes an online image viewer that supports a number of common neuroimaging formats, including DICOM and Analyze. The viewer can be extended to support additional formats and to generate custom displays. By managing data with XNAT, laboratories are prepared to better maintain the long-term integrity of their data, to explore emergent relations across data types, and to share their data with the broader neuroimaging community.","Daniel S. Marcus, Timothy R. Olsen, ... Randy L. Buckner",2007-03-01
MorphML: Level 1 of the NeuroML Standards for Neuronal Morphology Data and Model Specification,/article/10.1007/s12021-007-0003-6,"Quantitative neuroanatomical data are important for the study of many areas of neuroscience, and the complexity of problems associated with neuronal structure requires that research from multiple groups across many disciplines be combined. However, existing neuron-tracing systems, simulation environments, and tools for the visualization and analysis of neuronal morphology data use a variety of data formats, making it difficult to exchange data in a readily usable way. The NeuroML project was initiated to address these issues, and here we describe an extensible markup language standard, MorphML, which defines a common data format for neuronal morphology data and associated metadata to facilitate data and model exchange, database creation, model publication, and data archiving. We describe the elements of the standard in detail and outline the mappings between this format and those used by a number of popular applications for reconstruction, simulation, and visualization of neuronal morphology.","Sharon Crook, Padraig Gleeson, ... R. Angus Silver",2007-04-01
Unobtrusive integration of data management with fMRI analysis,/article/10.1385/NI:5:1:3,"This note describes a software utility, called X-batch which addresses two pressing issues typically faced by functional magnetic resonance imaging (fMRI) neuroimaging laboratories (1) analysis automation and (2) data management. The first issue is addressed by providing a simple batch mode processing tool for the popular SPM software package (http://www.fil.ion. ucl.ac.uk/spm/; Welcome Department of Imaging Neuroscience, London, UK). The second is addressed by transparently recording metadata describing all aspects of the batch job e.g., subject demographics, analysis parameters, locations and names of created files, date and time of analysis, and so on). These metadata are recorded as instances of an extended version of the Protégé-based Experiment Lab Book ontology created by the Dartmouth fMRI Data Center. The resulting instantiated ontology provides a detailed record of all fMRI analyses performed, and as such can be part of larger systems for neuroimaging data management, sharing, and visualization. The X-batch system is in use in our own fMRI research, and is available for download at http://X-batch.sourceforge.net/.","Andrew V. Poliakov, Xenia Hertzenberg, ... James F. Brinkley",2007-03-01
Voronoi analysis uncovers relationship between mosaics of normally placed and displaced amacrine cells in the thraira retina,/article/10.1385/NI:5:1:59,"Although neuronal dynamics is to a high extent a function of synapse strength, the spatial distribution of neurons is also known to play an important role, which is evidenced by the topographical organization of the main stations of the visual system: retina, lateral geniculate nucleus, and cortex. The coexisting systems of normally placed and displaced amacrine cells in the vertebrate retina provide interesting examples of retinotopic spatial organization. However, it is not clear whether these two systems are spatially interrelated or not. The current work applies two mathematical-computational methods-a new method involving Voronoi diagrams for local density quantification and a more traditional approach, the Ripley K function-in order to characterize the mosaics of normally placed and displaced amacrine cells in the retina of Hoplias malabaricus and search for possible spatial relationships between these two types of mosaics. The results obtained by the Voronoi local density analysis suggest that the two systems of amacrine cells are spatially interrelated through nearly constant local density ratios.","Luciano Da Fontoura Costa, Daniela Maria Oliveira Bonci, ... Dora Fix Ventura",2007-03-01
Web-based method for translating neurodevelopment from laboratory species to humans,/article/10.1385/NI:5:1:79,"Biomedical researchers and medical professionals are regularly required to compare a vast quantity of neurodevelopmental literature obtained from an assortment of mammals whose brains grow at diverse rates, including fast developing experimental rodent species and slower developing humans. In this article, we introduce a database-driven website, which was created to address this problem using statistical-based algorithms to integrate hundreds of empirically derived developing neural events in 10 mammalian species (http://translatingtime.net/). The site, based on a statistical model that has evolved over the past decade, currently incorporates 102 different neurodevelopmental events obtained from 10 species: hamsters, mice, rats, rabbits, spiny mice, guinea pigs, ferrets, cats, rhesus monkeys, and humans. Data are arranged in a Structured Query Language database, which allows comparative brain development measured in postconception days to be converted and accessed in real time, using Hypertext Preprocessor language. Algorithms applied to the database also allow predictions for dates of specific neurodevelopmental events where empirical data are not available, including for the human embryo and fetus. By designing a web-based portal, we seek to make these comparative data readily available to all those who need to efficiently estimate the timing of neurodevelopmental events in the human fetus, laboratory species, or across several different species. In an effort to further refine and expand the applicability of this database, we include a mechanism to submit additional data.","Barbara Clancy, Brandon Kersh, ... Barbara L. Finlay",2007-03-01
Robust Multi-Path Zone Routing Protocol for Video Transport  Over Reconfigurable Wireless Networks,/article/10.1007/s11265-007-0106-1,"Multimedia transport has stringent bandwidth, delay, and loss requirements. It is a great challenge to support such applications in reconfigurable wireless networks (RWNs). Using multiple paths in parallel for multimedia transport provides a new degree of freedom in designing robust multimedia transport systems. In this paper, we provide a multi-path extension to zone routing protocol (ZRP) to support video transmission over RWNs. We compare ZRP and our multi-path routing scheme by using NS-2 simulator. The experiments show that our method is effective in improving the robustness of video transport over RWNs.","Zheng Wu, Yi Sun, ... Shiwei Ye",2007-08-16
XML in Motion from Genome to Drug,https://www.nature.com/articles/npre.2007.287.1,"Information technology (IT) has emerged as a central to the solution of contemporary genomics and drug discovery problems. Researchers involved in genomics, proteomics, transcriptional profiling, high throughput structure determination, and in other sub-disciplines of bioinformatics have direct impact on this IT revolution. As the full genome sequences of many species, data from structural genomics, micro-arrays, and proteomics became available, integration of these data to a common platform require sophisticated bioinformatics tools. Organizing these data into knowledgeable databases and developing appropriate software tools for analyzing the same are going to be major challenges. XML (eXtensible Markup Language) forms the backbone of biological data representation and exchange over the internet, enabling researchers to aggregate data from various heterogeneous data resources. The present article covers a comprehensive idea of the integration of XML on particular type of biological databases mainly dealing with sequence-structure-function relationship and its application towards drug discovery. This e-medical science approach should be applied to other scientific domains and the latest trend in semantic web applications is also highlighted.",C. Gopi Mohan,2007-06-28
Deactivations during the numerical processing,/article/10.1007/s11434-007-0256-3,"Deactivation has been encountered frequently in functional brain imaging researches. However, the deactivations during the numerical processing have not been reported yet. In this study, the functional magnetic resonance imaging (fMRI) was employed to investigate the pattern of the deactivation in the brain of 15 healthy subjects during the numerical addition task. Analyses revealed significant deactivations in several brain regions, including the posterior cingulate, precuneus, anterior cingulate and prefrontal cortex. Especially, we found notable deactivation in bilateral insula. Accounting for the cognitive functions of these regions participating in a combinated way, we discuss their contributions in sustaining the brain activity during conscious resting state, and indicate that the insula is an important area of gathering auditory information from the external world.","Feng HongBo, Zhang Ye, ... Zhang WuTian",2007-07-01
Interoperability of Neuroscience Modeling Software: Current Status and Future Directions,/article/10.1007/s12021-007-0004-5,"Neuroscience increasingly uses computational models to assist in the exploration and interpretation of complex phenomena. As a result, considerable effort is invested in the development of software tools and technologies for numerical simulations and for the creation and publication of models. The diversity of related tools leads to the duplication of effort and hinders model reuse. Development practices and technologies that support interoperability between software systems therefore play an important role in making the modeling process more efficient and in ensuring that published models can be reliably and easily reused. Various forms of interoperability are possible including the development of portable model description standards, the adoption of common simulation languages or the use of standardized middleware. Each of these approaches finds applications within the broad range of current modeling activity. However more effort is required in many areas to enable new scientific questions to be addressed. Here we present the conclusions of the “Neuro-IT Interoperability of Simulators” workshop, held at the 11th computational neuroscience meeting in Edinburgh (July 19–20 2006; http://www.cnsorg.org). We assess the current state of interoperability of neural simulation software and explore the future directions that will enable the field to advance.","Robert C. Cannon, Marc-Oliver Gewaltig, ... Erik De Schutter",2007-04-01
Interactive online learning,/article/10.1134/S105466180701018X,"This paper describes a system for visual object recognition based on mobile augmented reality gear. The user can train the system to the recognition of objects online using advanced methods of interaction with mobile systems: Hand gestures and speech input control “virtual menus,” which are displayed as overlays within the camera image. Here we focus on the underlying neural recognition system, which implements the key requirement of an online trainable system—fast adaptation to novel object data. The neural three-stage architecture can be adapted in two modes: In a fast training mode (FT), only the last stage is adapted, whereas complete training (CT) rebuilds the system from scratch. Using FT, online acquired views can be added at once to the classifier, the system being operational after a delay of less than a second, though still with reduced classification performance. In parallel, a new classifier is trained (CT) and loaded to the system when ready.","G. Heidemann, H. Bekel, ... H. Ritter",2007-03-01
The NeuARt II system: a viewing tool for neuroanatomical data based on published neuroanatomical atlases,/article/10.1186/1471-2105-7-531,"Anatomical studies of neural circuitry describing the basic wiring diagram of the brain produce intrinsically spatial, highly complex data of great value to the neuroscience community. Published neuroanatomical atlases provide a spatial framework for these studies. We have built an informatics framework based on these atlases for the representation of neuroanatomical knowledge. This framework not only captures current methods of anatomical data acquisition and analysis, it allows these studies to be collated, compared and synthesized within a single system.","Gully APC Burns, Wei-Cheng Cheng, ... Larry W Swanson",2006-12-13
Nonlinear dynamics modeling and information processing in the brain,/article/10.3103/S1060992X07030010,"A review of the state of the art in dynamical neural network modeling is given. The main experimental facts that are used as the ground for dynamical models are presented. The putative role of oscillations and synchronous neural activity in information processing is discussed. Some examples of the models of feature binding, image segmentation, and selective attention are presented. The difficulties of model development and perspectives for further progress are outlined.",Y. B. Kazanovich,2007-09-01
Nitric oxide is involved in the protective effects of short-term adaptaion to hypoxia in the course of stress-induced disorders in Krushinsky-Molodkina rats,/article/10.1134/S1062359007030090,A possible involvement of nitric oxide in the protective effect of short-term adaptation of Krushinsky-Molodkina rats to mild hypoxia simulating 5000 m above sea level was studied. Nitric oxide proved to have a considerable protective effect on stress-induced disorders in Krushinsky-Molodkina rats as demonstrated using NO-synthase inhibitors and NO monitoring by electron spin resonance under different experimental conditions.,"A. L. Krushinsky, V. P. Reutov, ... V. G. Pinelis",2007-06-01
Abstracts,/article/10.1007/s11818-008-1001-0,Reprints and permissions,,2008-10-05
Where's the beef? missing data in the information age,/article/10.1385/NI:4:4:271,"Ascoli, G. A. (2006) The ups and downs of neuroscience shares. Neuro informatics 4(3), 213–216.",David Kennedy,2006-12-01
Neuroanatomical affiliation visualization-interface system,/article/10.1385/NI:4:4:299,"A number of knowledge management systems have been developed to allow users to have access tolargequantity of neuroanatomical data. The advent of three-dimensional (3D) visualization techniques allows users to interact with complex 3D object. In order to better understand the structural and functional organization of the brain, we present Neuroanatomical Affiliations Visualization-Interface System (NAVIS) as the original software to see brain structures and neuroanatomical affiliations in 3D.","Olivier Palombi, Jae-Won Shin, ... George Paxinos",2006-12-01
AlzPharm: integration of neurodegeneration data using RDF,/article/10.1186/1471-2105-8-S3-S4,"Neuroscientists often need to access a wide range of data sets distributed over the Internet. These data sets, however, are typically neither integrated nor interoperable, resulting in a barrier to answering complex neuroscience research questions. Domain ontologies can enable the querying heterogeneous data sets, but they are not sufficient for neuroscience since the data of interest commonly span multiple research domains. To this end, e-Neuroscience seeks to provide an integrated platform for neuroscientists to discover new knowledge through seamless integration of the very diverse types of neuroscience data. Here we present a Semantic Web approach to building this e-Neuroscience framework by using the Resource Description Framework (RDF) and its vocabulary description language, RDF Schema (RDFS), as a standard data model to facilitate both representation and integration of the data.","Hugo YK Lam, Luis Marenco, ... Kei-Hoi Cheung",2007-05-09
Brain maps and connectivity representation,/article/10.1385/NI:4:4:319,"Ascoli, G. A. (2006) Mobilizing the base of neuroscience data: the case of neuronal morphologies. Nat. Rev. Neurosci. 7, 318–324.",Alessandro Vercelli,2006-12-01
Estimation of population firing rates and current source densities from laminar electrode recordings,/article/10.1007/s10827-007-0056-4,"This model study investigates the validity of methods used to interpret linear (laminar) multielectrode recordings. In computer experiments extracellular potentials from a synaptically activated population of about 1,000 pyramidal neurons are calculated using biologically realistic compartmental neuron models combined with electrostatic forward modeling. The somas of the pyramidal neurons are located in a 0.4 mm high and wide columnar cylinder, mimicking a stimulus-evoked layer-5 population in a neocortical column. Current-source density (CSD) analysis of the low-frequency part (<500 Hz) of the calculated potentials (local field potentials, LFP) based on the ‘inverse’ CSD method is, in contrast to the ‘standard’ CSD method, seen to give excellent estimates of the true underlying CSD. The high-frequency part (>750 Hz) of the potentials (multi-unit activity, MUA) is found to scale approximately as the population firing rate to the power 3/4 and to give excellent estimates of the underlying population firing rate for trial-averaged data. The MUA signal is found to decay much more sharply outside the columnar populations than the LFP.","Klas H. Pettersen, Espen Hagen, Gaute T. Einevoll",2007-10-10
Modulation of synchrony without changes in firing rates,/article/10.1007/s11571-007-9017-x,"It was often reported and suggested that the synchronization of spikes can occur without changes in the firing rate. However, few theoretical studies have tested its mechanistic validity. In the present study, we investigate whether changes in synaptic weights can induce an independent modulation of synchrony while the firing rate remains constant. We study this question at the level of both single neurons and neuronal populations using network simulations of conductance based integrate-and-fire neurons. The network consists of a single layer that includes local excitatory and inhibitory recurrent connections, as well as long-range excitatory projections targeting both classes of neurons. Each neuron in the network receives external input consisting of uncorrelated Poisson spike trains. We find that increasing this external input leads to a linear increase of activity in the network, as well␣as an increase in the peak frequency of oscillation. In␣contrast, balanced changes of the synaptic weight of␣excitatory long-range projections for both classes of postsynaptic neurons modulate the degree of synchronization without altering the firing rate. These results demonstrate that, in a simple network, synchronization and firing rate can be modulated independently, and thus, may be used as independent coding dimensions.","Jakob Heinzle, Peter König, Rodrigo F. Salazar",2007-07-14
Feature Fusion for the Detection of Microsleep Events,/article/10.1007/s11265-007-0083-4,"A combination of linear and nonlinear methods for feature fusion is introduced and the performance of this methodology is illustrated on a real-world problem: the detection of sudden and non-anticipated lapses of attention in car drivers due to drowsiness. To achieve this, signals coming from heterogeneous sources are processed, namely the brain electric activity, variation in the pupil size, and eye and eyelid movements. For all the signals considered, the features are extracted both in the spectral domain and in state space. Linear features are obtained by the modified periodogram, whereas the nonlinear features are based on the recently introduced method of delay vector variance (DVV). The decision process based on such fused features is achieved by support vector machines (SVM) and learning vector quantization (LVQ) neural networks. For the latter also methods of metrics adaptation in the input space are applied. The parameters of all utilized algorithms are optimized empirically in order to gain maximal classification accuracy. It is also shown that metrics adaptation by weighting the input features can improve the classification accuracy, but only to a limited extent. Limited improvements are also obtained when fusing features of selected signals, but highest improvements are gained by fusion of features of all available signals. In this case test errors are reduced down to 9% in the mean, which clearly illustrates the potential of our methodology to establish a reference standard of drowsiness and microsleep detection devices for future online driver monitoring.","Martin Golz, David Sommer, ... Danilo Mandic",2007-07-03
Computer Assisted Neurosurgery,/article/10.1007/s11548-007-0095-3,Reprints and permissions,,2007-06-19
The impact of Neuroinformatics,/article/10.1385/NI:3:4:287,"Departments of Neurology and Radiology, Harvard Medical School, Boston, MA",David N. Kennedy,2005-12-01
Biological information specialists for biological informatics,/article/10.1186/1747-5333-2-1,"Data management and integration are complicated and ongoing problems that will require commitment of resources and expertise from the various biological science communities. Primary components of successful cross-scale integration are smooth information management and migration from one context to another. We call for a broadening of the definition of bioinformatics and bioinformatics training to span biological disciplines and biological scales. Training programs are needed that educate a new kind of informatics professional, Biological Information Specialists, to work in collaboration with various discipline-specific research personnel. Biological Information Specialists are an extension of the informationist movement that began within library and information science (LIS) over 30 years ago as a professional position to fill a gap in clinical medicine. These professionals will help advance science by improving access to scientific information and by freeing scientists who are not interested in data management to concentrate on their science.","P Bryan Heidorn, Carole L Palmer, Dan Wright",2007-02-12
Integral equation methods for computing likelihoods and their derivatives in the stochastic integrate-and-fire model,/article/10.1007/s10827-007-0042-x,"We recently introduced likelihood-based methods for fitting stochastic integrate-and-fire models to spike train data. The key component of this method involves the likelihood that the model will emit a spike at a given time t. Computing this likelihood is equivalent to computing a Markov first passage time density (the probability that the model voltage crosses threshold for the first time at time t). Here we detail an improved method for computing this likelihood, based on solving a certain integral equation. This integral equation method has several advantages over the techniques discussed in our previous work: in particular, the new method has fewer free parameters and is easily differentiable (for gradient computations). The new method is also easily adaptable for the case in which the model conductance, not just the input current, is time-varying. Finally, we describe how to incorporate large deviations approximations to very small likelihoods.","Liam Paninski, Adrian Haith, Gabor Szirtes",2007-05-10
Neural network inversion of data in classes of parametrized geoelectric sections,/article/10.1134/S1069351307030056,A method of approximate magnetotelluric sounding (MTS) data inversion is developed on the basis of the representation of the inverse operator by an artificial neural network in classes of geoelectric structures. A methodology of the neural network inversion of magnetotelluric data is proposed for a family of classes of geoelectric structures and the uncertainty of the inferred results is estimated. A neural network algorithm of MTS data inversion is tested using synthetic 2-D data.,"M. I. Shimelevich, E. A. Obornev",2007-03-01
